ISSUE_DATE,PLANT_ID,LATITUDE,LONGITUDE,WTHR_01H,WTHR_02H,WTHR_03H,WTHR_04H,WTHR_05H,WTHR_06H,WTHR_07H,WTHR_08H,WTHR_09H,WTHR_10H,WTHR_11H,WTHR_12H,WTHR_13H,WTHR_14H,WTHR_15H,WTHR_16H,WTHR_17H,WTHR_18H,WTHR_19H,WTHR_20H,WTHR_21H,WTHR_22H,WTHR_23H,WTHR_24H,WTHR_MAX,WTHR_MIN,WTHR_AVG,MODIFY_DATE
20150101,701,37.5457649,126.9169618,-6,-7,-7,-8,-8,-8,-8,-8,-9,-8,-8,-7,-5,-5,-4,-5,-5,-6,-6,-6,-7,-7,-7,-7,-4,-9,-7,2015-Jan-02 11:45:24 PM
20150101,703,37.4934152,127.095083,-6,-7,-7,-8,-8,-8,-9,-9,-9,-8,-7,-6,-6,-5,-5,-5,-5,-6,-6,-7,-7,-8,-7,-8,-5,-9,-7,2015-Jan-02 11:45:24 PM
20150101,704,37.4898974,127.0947259,-6,-7,-7,-8,-8,-8,-9,-9,-9,-8,-7,-6,-6,-5,-5,-5,-5,-6,-6,-7,-7,-8,-7,-8,-5,-9,-7,2015-Jan-02 11:45:24 PM
20150101,706,37.4724495,127.1232538,-6,-6,-7,-7,-8,-8,-8,-8,-8,-8,-6,-5,-5,-4,-3,-4,-4,-5,-5,-6,-6,-6,-7,-7,-3,-8,-6,2015-Jan-02 11:45:24 PM
20150101,711,37.5720116,126.8810945,-7,-7,-8,-8,-8,-9,-9,-9,-9,-8,-7,-6,-6,-5,-5,-5,-6,-7,-7,-7,-8,-8,-8,-8,-5,-9,-7,2015-Jan-02 11:45:24 PM
20150101,714,37.3653651,127.1467467,-8,-8,-8,-9,-9,-9,-10,-10,-10,-8,-7,-7,-6,-5,-5,-6,-6,-7,-7,-7,-8,-8,-8,-8,-5,-10,-8,2015-Jan-02 11:45:24 PM
20150101,715,37.6453618,126.7996505,-6,-6,-6,-7,-7,-7,-7,-8,-7,-5,-5,-2,-2,-3,-3,-4,-5,-5,-6,-6,-6,-7,-7,-7,-2,-8,-6,2015-Jan-02 11:45:24 PM
20150101,716,37.6632796,126.7343107,-7,-7,-8,-8,-8,-8,-8,-9,-9,-8,-8,-7,-6,-5,-5,-5,-5,-6,-7,-7,-8,-8,-8,-8,-5,-9,-7,2015-Jan-02 11:45:24 PM
20150101,717,37.2563176,127.0675403,-6,-6,-7,-7,-7,-8,-8,-8,-8,-6,-5,-4,-4,-4,-3,-4,-5,-5,-6,-6,-6,-7,-7,-7,-3,-8,-6,2015-Jan-02 01:21:51 AM
20150101,718,37.2905019,126.9865801,-7,-7,-7,-8,-8,-8,-9,-9,-9,-7,-5,-5,-5,-4,-5,-4,-5,-6,-6,-7,-7,-7,-8,-8,-4,-9,-7,2015-Jan-02 11:45:24 PM
20150101,719,37.3152378,127.0892408,-6,-7,-7,-8,-8,-8,-8,-9,-8,-5,-5,-4,-4,-3,-5,-5,-5,-6,-6,-6,-7,-7,-7,-7,-3,-9,-6,2015-Jan-02 11:45:24 PM
20150101,720,37.256808,127.1669141,-7,-8,-8,-9,-9,-9,-10,-10,-9,-9,-8,-7,-6,-6,-6,-6,-6,-7,-7,-8,-8,-8,-9,-8,-6,-10,-8,2015-Jan-02 11:45:24 PM
20150101,721,37.2191123,127.0818018,-6,-6,-6,-7,-7,-8,-8,-8,-8,-7,-6,-5,-4,-5,-5,-4,-5,-5,-5,-6,-6,-6,-7,-7,-4,-8,-6,2015-Feb-06 02:41:44 PM
20150101,722,37.7358249,126.7197448,-7,-8,-8,-8,-9,-9,-9,-9,-9,-8,-7,-6,-5,-4,-4,-3,-6,-7,-7,-8,-8,-9,-9,-9,-3,-9,-7,2015-Jan-02 11:45:24 PM
20150101,723,37.3939963,127.1034024,-6,-6,-6,-7,-7,-8,-8,-8,-7,-4,-1,-1,0,-1,-2,-3,-4,-5,-5,-6,-7,-7,-7,-7,0,-8,-5,2015-Jan-02 11:45:24 PM
20150101,724,37.6481378,126.9054243,-6,-7,-7,-8,-8,-8,-9,-9,-8,-8,-7,-6,-5,-4,-4,-5,-5,-6,-7,-7,-8,-8,-9,-9,-4,-9,-7,2015-Jan-02 11:45:24 PM
20150101,725,35.8313901,128.4895504,-3,-4,-5,-5,-6,-7,-7,-7,-5,-4,-3,-1,-1,0,0,1,-2,-3,-4,-4,-6,-7,-7,-6,1,-7,-4,2015-Jan-02 11:45:24 PM
20150101,727,35.207637,128.7977762,-1,-1,-2,-2,-4,-4,-5,-5,-5,-5,-4,-3,-2,-2,-2,-1,-1,-2,-2,-3,-3,-3,-4,-4,-1,-5,-3,2015-Jan-02 11:45:24 PM
20150101,728,35.3253504,129.0232303,0,-1,-1,-2,-3,-4,-4,-4,-4,-3,-3,-3,-2,0,2,1,0,-1,-1,-2,-2,-3,-3,-4,2,-4,-2,2015-Jan-02 11:45:24 PM
20150101,729,36.6044407,127.4434087,-7,-7,-8,-8,-9,-9,-9,-9,-9,-7,-5,-5,-4,-5,-5,-5,-6,-6,-7,-7,-8,-9,-8,-8,-4,-9,-7,2015-Jan-02 11:45:24 PM
20150101,730,37.2983243,127.057546,-7,-7,-8,-8,-8,-9,-9,-9,-8,-7,-7,-6,-6,-5,-5,-5,-5,-6,-7,-7,-8,-8,-8,-8,-5,-9,-7,2015-Jan-02 11:45:24 PM
20150101,732,36.4666797,127.2443423,-6,-7,-7,-6,-7,-7,-8,-8,-7,-5,-4,-2,-2,-1,-3,-2,-3,-5,-5,-5,-5,-5,-6,-6,-1,-8,-5,2015-Jan-02 12:31:50 AM
20150102,701,37.5457649,126.9169618,-7,-7,-7,-7,-7,-7,-7,-7,-6,-6,-5,-4,-3,-2,-2,-2,-3,-3,-4,-4,-4,-5,-6,-6,-2,-7,-5,2015-Jan-03 11:45:07 PM
20150102,703,37.4934152,127.095083,-7,-7,-7,-7,-7,-7,-8,-8,-7,-6,-4,-4,-3,-3,-2,-2,-3,-4,-4,-4,-5,-5,-6,-7,-2,-8,-5,2015-Jan-03 11:45:07 PM
20150102,704,37.4898974,127.0947259,-7,-7,-7,-7,-7,-7,-8,-8,-7,-6,-4,-4,-3,-3,-2,-2,-3,-4,-4,-4,-5,-5,-6,-7,-2,-8,-5,2015-Jan-03 11:45:07 PM
20150102,706,37.4724495,127.1232538,-7,-7,-6,-6,-6,-6,-7,-6,-6,-5,-3,-3,-1,-1,0,-1,-2,-3,-3,-4,-4,-4,-5,-5,0,-7,-4,2015-Jan-03 11:45:07 PM
20150102,711,37.5720116,126.8810945,-8,-8,-9,-9,-8,-8,-9,-10,-8,-6,-5,-4,-3,-3,-3,-3,-3,-4,-5,-5,-6,-6,-7,-8,-3,-10,-6,2015-Jan-03 11:45:07 PM
20150102,714,37.3653651,127.1467467,-8,-8,-8,-8,-8,-8,-9,-9,-8,-6,-5,-4,-3,-3,-3,-3,-4,-5,-5,-5,-6,-6,-6,-7,-3,-9,-6,2015-Jan-03 11:45:07 PM
20150102,715,37.6453618,126.7996505,-7,-7,-8,-8,-7,-8,-8,-9,-6,-5,-3,-1,1,0,-1,-1,-2,-2,-3,-4,-4,-5,-5,-7,1,-9,-5,2015-Jan-03 11:45:07 PM
20150102,716,37.6632796,126.7343107,-7,-7,-8,-8,-7,-8,-8,-9,-8,-7,-6,-4,-3,-3,-2,-3,-3,-4,-4,-5,-6,-6,-7,-6,-2,-9,-6,2015-Jan-03 11:45:07 PM
20150102,717,37.2563176,127.0675403,-7,-6,-6,-6,-7,-6,-7,-7,-7,-4,-3,-2,0,0,0,-1,-1,-3,-3,-3,-4,-5,-5,-6,0,-7,-4,2015-Jan-03 01:57:15 AM
20150102,718,37.2905019,126.9865801,-7,-7,-7,-7,-7,-7,-8,-8,-7,-5,-3,-2,-1,-1,-2,-2,-3,-3,-4,-4,-5,-5,-6,-6,-1,-8,-5,2015-Jan-03 11:45:07 PM
20150102,719,37.3152378,127.0892408,-8,-7,-7,-7,-7,-7,-7,-7,-6,-3,-3,-2,-1,0,-2,-2,-3,-3,-4,-4,-5,-5,-6,-6,0,-8,-5,2015-Jan-03 11:45:07 PM
20150102,720,37.256808,127.1669141,-8,-8,-8,-8,-9,-9,-9,-10,-10,-7,-5,-4,-4,-3,-3,-3,-4,-4,-5,-5,-7,-8,-9,-9,-3,-10,-7,2015-Jan-03 11:45:07 PM
20150102,721,37.2191123,127.0818018,-7,-7,-6,-6,-7,-6,-7,-7,-7,-5,-4,-2,-2,-2,-2,-2,-2,-2,-3,-3,-4,-4,-5,-5,-2,-7,-4,2015-Feb-06 02:41:44 PM
20150102,722,37.7358249,126.7197448,-9,-8,-9,-9,-9,-10,-11,-11,-9,-7,-5,-3,-2,-1,-2,-1,-3,-4,-5,-5,-6,-7,-7,-9,-1,-11,-6,2015-Jan-03 11:45:07 PM
20150102,723,37.3939963,127.1034024,-7,-7,-6,-6,-7,-7,-7,-6,-5,-3,-2,3,2,0,0,-1,-2,-3,-3,-4,-5,-5,-5,-6,3,-7,-4,2015-Jan-03 11:45:07 PM
20150102,724,37.6481378,126.9054243,-9,-8,-9,-9,-9,-9,-10,-10,-10,-8,-6,-4,-3,-2,-2,-3,-3,-4,-4,-5,-6,-7,-8,-9,-2,-10,-7,2015-Jan-03 11:45:07 PM
20150102,725,35.8313901,128.4895504,-8,-8,-8,-8,-8,-8,-8,-8,-6,-1,2,2,1,1,2,2,0,-1,-2,-2,-3,-4,-6,-7,2,-8,-4,2015-Jan-03 11:45:07 PM
20150102,727,35.207637,128.7977762,-5,-5,-5,-5,-6,-6,-6,-7,-5,-4,-1,0,1,2,2,1,1,0,-1,-1,-2,-3,-4,-4,2,-7,-3,2015-Jan-03 11:45:07 PM
20150102,728,35.3253504,129.0232303,-4,-4,-5,-4,-4,-5,-4,-5,-4,-2,0,1,2,3,3,3,2,1,0,-1,-1,-1,-2,-3,3,-5,-1,2015-Jan-03 11:45:07 PM
20150102,729,36.6044407,127.4434087,-7,-7,-8,-8,-8,-8,-9,-9,-8,-6,-5,-3,-2,-1,-2,-2,-3,-4,-5,-6,-7,-8,-9,-9,-1,-9,-6,2015-Jan-03 11:45:07 PM
20150102,730,37.2983243,127.057546,-8,-8,-7,-7,-7,-8,-8,-8,-6,-5,-4,-3,-2,-2,-2,-1,-2,-4,-4,-5,-5,-6,-7,-6,-1,-8,-5,2015-Jan-03 11:45:07 PM
20150102,732,36.4666797,127.2443423,-6,-6,-6,-6,-6,-6,-6,-8,-6,-5,-3,-2,0,2,2,1,0,-3,-5,-4,-6,-7,-7,-8,2,-8,-4,2015-Jan-03 12:15:20 AM
20150103,701,37.5457649,126.9169618,-6,-6,-6,-6,-6,-6,-6,-6,-5,-4,-3,0,2,4,4,3,2,2,2,2,2,2,2,2,4,-6,-1,2015-Jan-04 11:45:24 PM
20150103,703,37.4934152,127.095083,-8,-8,-9,-9,-10,-10,-10,-10,-8,-6,-4,-2,-1,0,2,2,1,0,0,0,1,0,0,1,2,-10,-4,2015-Jan-04 11:45:24 PM
20150103,704,37.4898974,127.0947259,-8,-8,-9,-9,-10,-10,-10,-10,-8,-6,-4,-2,-1,1,2,2,1,0,0,0,1,0,0,0,2,-10,-4,2015-Jan-04 11:45:24 PM
20150103,706,37.4724495,127.1232538,-6,-6,-7,-8,-9,-9,-9,-9,-7,-4,-2,0,2,3,4,4,2,2,2,2,2,2,2,2,4,-9,-2,2015-Jan-04 12:03:08 AM
20150103,711,37.5720116,126.8810945,-8,-9,-10,-10,-10,-10,-10,-10,-8,-4,-4,-2,-1,0,1,1,2,1,1,1,1,1,0,1,2,-10,-4,2015-Jan-04 11:45:24 PM
20150103,714,37.3653651,127.1467467,-8,-9,-9,-10,-10,-10,-10,-10,-10,-7,-4,-2,-1,1,1,1,0,0,-1,0,0,0,0,-1,1,-10,-4,2015-Jan-04 11:45:24 PM
20150103,715,37.6453618,126.7996505,-8,-8,-9,-10,-10,-10,-10,-10,-6,-4,0,4,5,4,3,3,3,2,2,2,2,1,1,1,5,-10,-2,2015-Jan-04 11:45:24 PM
20150103,716,37.6632796,126.7343107,-8,-9,-9,-10,-11,-11,-11,-11,-9,-6,-4,-2,-1,0,1,2,2,1,1,1,1,0,1,1,2,-11,-4,2015-Jan-04 11:45:24 PM
20150103,717,37.2563176,127.0675403,-7,-7,-8,-8,-9,-9,-9,-9,-8,-5,-2,1,3,4,3,2,1,1,1,2,1,1,1,1,4,-9,-2,2015-Jan-04 02:18:49 AM
20150103,718,37.2905019,126.9865801,-7,-8,-8,-9,-9,-8,-9,-9,-8,-5,-2,1,2,2,2,2,1,1,1,1,1,1,0,1,2,-9,-3,2015-Jan-04 11:45:24 PM
20150103,719,37.3152378,127.0892408,-7,-7,-8,-8,-9,-9,-9,-9,-8,-5,-1,0,2,3,2,2,1,1,1,1,1,1,1,1,3,-9,-3,2015-Jan-04 11:45:24 PM
20150103,720,37.256808,127.1669141,-10,-10,-11,-11,-12,-12,-12,-12,-11,-7,-5,-3,-2,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-12,-5,2015-Jan-04 11:45:24 PM
20150103,721,37.2191123,127.0818018,-6,-6,-8,-8,-9,-9,-9,-9,-8,-5,-3,0,2,2,2,2,2,2,1,1,1,1,1,1,2,-9,-3,2015-Feb-06 02:41:44 PM
20150103,722,37.7358249,126.7197448,-10,-11,-11,-11,-12,-12,-12,-12,-11,-7,-3,-1,1,1,2,3,1,1,1,1,1,1,1,1,3,-12,-4,2015-Jan-04 11:45:24 PM
20150103,723,37.3939963,127.1034024,-7,-8,-9,-9,-10,-10,-10,-10,-7,-2,2,4,5,3,3,3,2,1,1,1,2,1,2,2,5,-10,-2,2015-Jan-04 11:45:24 PM
20150103,724,37.6481378,126.9054243,-10,-11,-11,-11,-11,-12,-12,-12,-11,-8,-4,-2,0,1,1,1,1,0,0,0,1,0,0,0,1,-12,-5,2015-Jan-04 11:45:24 PM
20150103,725,35.8313901,128.4895504,-8,-8,-9,-9,-9,-10,-10,-10,-7,-4,-1,2,3,4,6,6,4,1,0,0,-1,-1,-1,-2,6,-10,-3,2015-Jan-04 11:45:24 PM
20150103,727,35.207637,128.7977762,-5,-5,-5,-5,-6,-6,-6,-6,-4,-3,-1,0,2,3,4,3,2,1,-1,-1,-1,0,0,0,4,-6,-2,2015-Jan-04 11:45:24 PM
20150103,728,35.3253504,129.0232303,-3,-3,-3,-3,-3,-4,-4,-5,-3,-1,2,3,4,6,7,7,5,3,2,2,1,1,2,1,7,-5,1,2015-Jan-04 11:45:24 PM
20150103,729,36.6044407,127.4434087,-10,-11,-11,-12,-12,-13,-13,-13,-10,-7,-4,-2,1,2,3,3,1,-2,-3,-4,-4,-3,-3,-3,3,-13,-5,2015-Jan-04 11:45:24 PM
20150103,730,37.2983243,127.057546,-7,-8,-9,-9,-9,-9,-9,-9,-7,-6,-4,-2,0,1,1,2,1,1,1,1,1,1,0,1,2,-9,-3,2015-Jan-04 11:45:24 PM
20150103,732,36.4666797,127.2443423,-9,-9,-10,-10,-11,-11,-11,-11,-9,-5,-2,1,4,4,4,6,3,0,-1,-2,-2,-1,-2,-2,6,-11,-4,2015-Jan-04 12:17:10 AM
20150104,701,37.5457649,126.9169618,2,2,2,2,2,2,2,2,2,3,4,6,7,7,8,8,8,6,6,5,3,2,2,2,8,2,4,2015-Jan-05 11:45:18 PM
20150104,703,37.4934152,127.095083,1,1,1,1,1,1,1,1,1,2,3,4,6,6,7,7,5,3,2,1,0,-1,-1,-1,7,-1,2,2015-Jan-05 11:45:18 PM
20150104,704,37.4898974,127.0947259,1,1,1,1,1,1,1,1,1,2,3,5,6,6,7,7,5,3,2,1,0,-1,-1,-1,7,-1,2,2015-Jan-05 11:45:18 PM
20150104,706,37.4724495,127.1232538,2,2,2,1,1,1,1,2,2,2,3,4,4,7,7,6,5,3,2,1,1,0,-1,-1,7,-1,2,2015-Jan-05 11:45:18 PM
20150104,711,37.5720116,126.8810945,1,2,1,1,1,1,1,1,1,3,3,4,5,6,6,6,5,3,2,1,0,0,0,0,6,0,2,2015-Jan-05 11:45:18 PM
20150104,714,37.3653651,127.1467467,0,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,5,7,7,7,5,3,2,1,1,0,-1,-1,7,-1,2,2015-Jan-05 11:45:18 PM
20150104,715,37.6453618,126.7996505,1,2,2,2,1,2,2,2,2,4,6,9,8,8,8,8,7,5,3,2,1,0,0,-2,9,-2,3,2015-Jan-05 11:45:18 PM
20150104,716,37.6632796,126.7343107,1,1,1,2,1,1,2,2,2,3,4,5,6,7,7,6,5,3,3,1,1,-1,-1,-2,7,-2,2,2015-Jan-05 11:45:18 PM
20150104,717,37.2563176,127.0675403,1,1,1,0,0,0,0,1,1,2,5,5,8,9,9,9,7,4,2,1,1,0,-1,-1,9,-1,3,2015-Jan-05 01:36:34 AM
20150104,718,37.2905019,126.9865801,1,1,0,0,0,0,0,0,1,3,4,5,7,7,8,8,7,5,3,2,1,0,0,-1,8,-1,3,2015-Jan-05 11:45:18 PM
20150104,719,37.3152378,127.0892408,1,1,1,0,0,0,1,0,1,2,3,4,6,7,8,7,6,4,2,1,0,0,-1,-1,8,-1,2,2015-Jan-05 11:45:18 PM
20150104,720,37.256808,127.1669141,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,5,6,7,6,4,1,0,-1,-1,-2,-2,-2,7,-2,1,2015-Jan-05 11:45:18 PM
20150104,721,37.2191123,127.0818018,1,1,1,1,1,0,1,1,1,2,5,6,8,8,8,8,7,6,4,3,2,1,0,0,8,0,3,2015-Feb-06 02:41:44 PM
20150104,722,37.7358249,126.7197448,2,2,2,2,2,2,2,2,1,3,4,6,7,6,8,8,5,2,1,0,-1,-2,-3,-3,8,-3,2,2015-Jan-05 11:45:18 PM
20150104,723,37.3939963,127.1034024,2,1,1,1,1,1,1,1,2,3,5,8,9,9,9,9,7,4,3,1,1,0,-1,-1,9,-1,3,2015-Jan-05 11:45:18 PM
20150104,724,37.6481378,126.9054243,1,1,1,1,1,2,1,1,1,2,3,4,5,6,6,6,6,4,2,1,0,-1,-1,-1,6,-1,2,2015-Jan-05 11:45:18 PM
20150104,725,35.8313901,128.4895504,-3,-4,-5,-5,-6,-6,-6,-6,-4,-1,2,5,6,8,12,10,9,5,3,2,-1,-2,-2,-3,12,-6,0,2015-Jan-05 11:45:18 PM
20150104,727,35.207637,128.7977762,-1,-1,-1,-1,-1,-2,-2,-2,-2,0,2,5,7,8,9,9,8,6,4,3,2,2,1,0,9,-2,2,2015-Jan-05 11:45:18 PM
20150104,728,35.3253504,129.0232303,-1,-1,-1,-2,-2,-3,-3,-3,-2,2,4,7,9,12,12,11,11,7,5,3,3,1,1,0,12,-3,3,2015-Jan-05 11:45:18 PM
20150104,729,36.6044407,127.4434087,-2,-3,-4,-5,-5,-3,-3,-3,-2,0,2,5,8,9,9,9,6,2,0,-1,-2,-2,-3,-4,9,-5,0,2015-Jan-05 11:45:18 PM
20150104,730,37.2983243,127.057546,0,0,0,0,0,0,0,0,1,2,3,4,6,7,8,8,7,5,3,3,2,1,1,1,8,0,3,2015-Jan-05 11:45:18 PM
20150104,732,36.4666797,127.2443423,-2,-2,-3,-4,-3,-3,-4,-4,-3,-2,2,5,7,10,11,11,9,6,2,1,0,-1,-2,-3,11,-4,1,2015-Jan-05 12:14:23 AM
20150105,701,37.5457649,126.9169618,2,1,1,1,1,1,1,1,2,3,5,7,7,9,9,9,8,8,8,7,7,7,5,4,9,1,5,2015-Jan-06 11:45:05 PM
20150105,703,37.4934152,127.095083,-2,-2,-2,-2,-2,-2,-3,-2,-1,1,3,5,7,8,8,8,7,6,6,6,6,5,4,4,8,-3,3,2015-Jan-06 11:45:05 PM
20150105,704,37.4898974,127.0947259,-2,-2,-2,-2,-2,-2,-3,-2,-1,1,3,5,7,8,8,8,8,6,6,6,6,5,4,4,8,-3,3,2015-Jan-06 11:45:05 PM
20150105,706,37.4724495,127.1232538,-1,-2,-2,-2,-2,-2,-2,-2,-1,2,4,5,5,9,9,8,8,5,6,4,4,4,3,3,9,-2,3,2015-Jan-06 11:45:05 PM
20150105,711,37.5720116,126.8810945,-1,-2,-2,-2,-1,0,1,1,2,2,4,5,6,7,8,8,7,6,6,5,5,5,4,3,8,-2,3,2015-Jan-06 11:45:05 PM
20150105,714,37.3653651,127.1467467,-1,-2,-2,-3,-2,-3,-3,-2,-2,0,2,5,6,6,6,6,6,5,5,4,4,3,3,2,6,-3,2,2015-Jan-06 11:45:05 PM
20150105,715,37.6453618,126.7996505,-1,-2,-2,-2,-2,-2,-1,-1,-1,2,6,9,9,11,10,9,8,7,7,7,6,5,4,4,11,-2,4,2015-Jan-06 11:45:05 PM
20150105,716,37.6632796,126.7343107,-2,-2,-3,-2,-4,-3,-3,-3,-2,0,2,5,6,7,8,7,6,6,5,5,5,4,3,3,8,-4,2,2015-Jan-06 11:45:05 PM
20150105,717,37.2563176,127.0675403,-1,-2,-2,-2,-2,-2,1,1,1,3,6,8,8,9,9,9,8,6,6,5,4,5,4,4,9,-2,4,2015-Jan-06 01:35:33 AM
20150105,718,37.2905019,126.9865801,-1,-2,-2,-2,-2,-2,-1,0,1,4,6,7,8,9,9,8,8,7,6,6,5,5,5,4,9,-2,4,2015-Jan-06 11:45:05 PM
20150105,719,37.3152378,127.0892408,-2,-2,-2,-2,-2,-2,-1,-1,1,3,5,7,8,9,8,8,8,7,6,5,5,5,4,4,9,-2,3,2015-Jan-06 11:45:05 PM
20150105,720,37.256808,127.1669141,-2,-3,-3,-3,-3,-3,-3,-2,-1,0,2,4,5,6,6,7,5,4,4,3,3,2,2,2,7,-3,1,2015-Jan-06 11:45:05 PM
20150105,721,37.2191123,127.0818018,0,-1,-1,-1,-1,0,1,2,2,3,6,8,8,9,9,9,8,8,7,6,6,5,5,5,9,-1,4,2015-Feb-06 02:41:44 PM
20150105,722,37.7358249,126.7197448,-4,-4,-4,-4,-3,-4,-4,-4,-3,-1,2,5,6,8,8,8,6,5,5,4,3,3,3,2,8,-4,2,2015-Jan-06 11:45:05 PM
20150105,723,37.3939963,127.1034024,-2,-2,-2,-2,-3,-2,-2,-1,1,4,8,10,9,9,10,9,8,7,7,7,6,6,5,5,10,-3,4,2015-Jan-06 11:45:05 PM
20150105,724,37.6481378,126.9054243,-2,-2,-2,-3,-3,-3,-3,-2,-2,0,2,5,7,8,8,8,7,6,6,5,5,4,4,3,8,-3,2,2015-Jan-06 11:45:05 PM
20150105,725,35.8313901,128.4895504,-4,-4,-5,-5,-5,-5,-5,-4,-2,-1,3,6,7,8,8,8,8,6,5,6,6,6,6,5,8,-5,2,2015-Jan-06 11:45:05 PM
20150105,727,35.207637,128.7977762,0,0,-1,-1,-1,-1,-1,-2,-1,1,4,6,7,8,9,9,9,8,7,7,7,7,7,7,9,-2,4,2015-Jan-06 11:45:05 PM
20150105,728,35.3253504,129.0232303,0,-1,-1,-2,-2,-2,-2,-2,1,2,4,7,10,11,12,12,11,10,9,8,8,7,7,7,12,-2,5,2015-Jan-06 11:45:05 PM
20150105,729,36.6044407,127.4434087,-4,-4,-5,-5,-5,-4,-5,-4,-3,-2,1,3,6,8,8,7,6,5,4,4,4,3,3,3,8,-5,1,2015-Jan-06 11:45:05 PM
20150105,730,37.2983243,127.057546,0,0,0,0,-1,-1,0,0,1,3,4,6,6,7,7,8,7,7,7,5,6,5,-34,4,8,-34,2,2015-Jan-06 11:45:05 PM
20150105,732,36.4666797,127.2443423,-3,-3,-2,-2,-2,-2,-1,-1,-1,0,1,2,2,5,6,7,6,5,5,4,4,4,4,4,7,-3,2,2015-Jan-06 12:37:51 AM
20150106,701,37.5457649,126.9169618,4,3,2,2,2,0,-1,-3,-3,-4,-3,-3,-2,-1,-2,-2,-3,-4,-4,-5,-6,-6,-6,-6,4,-6,-2,2015-Jan-07 11:45:12 PM
20150106,703,37.4934152,127.095083,4,4,3,3,2,2,0,-2,-3,-2,-2,-2,-2,-1,-1,-2,-3,-3,-4,-5,-5,-6,-6,-6,4,-6,-2,2015-Jan-07 11:45:12 PM
20150106,704,37.4898974,127.0947259,4,4,3,3,2,2,0,-2,-3,-2,-2,-2,-2,-1,-1,-2,-3,-3,-4,-5,-5,-6,-6,-6,4,-6,-2,2015-Jan-07 11:45:12 PM
20150106,706,37.4724495,127.1232538,3,3,3,3,2,2,0,-2,-3,-2,-1,-1,0,0,0,0,-1,-2,-3,-4,-5,-5,-5,-5,3,-5,-1,2015-Jan-07 11:45:12 PM
20150106,711,37.5720116,126.8810945,3,2,2,2,1,0,-2,-3,-4,-4,-3,-2,-2,-2,-2,-3,-4,-5,-5,-6,-7,-7,-7,-7,3,-7,-3,2015-Jan-07 11:45:12 PM
20150106,714,37.3653651,127.1467467,2,3,2,1,1,0,-1,-3,-4,-3,-2,-3,-2,-1,-1,-2,-3,-4,-5,-6,-6,-7,-7,-7,3,-7,-2,2015-Jan-07 11:45:12 PM
20150106,715,37.6453618,126.7996505,4,3,3,2,2,0,-1,-2,-2,0,0,1,2,0,-1,-1,-2,-3,-4,-5,-5,-5,-5,-5,4,-5,-1,2015-Jan-07 11:45:12 PM
20150106,716,37.6632796,126.7343107,2,2,1,1,1,-1,-3,-4,-4,-4,-4,-4,-3,-3,-3,-3,-4,-5,-5,-6,-6,-6,-6,-6,2,-6,-3,2015-Jan-07 11:45:12 PM
20150106,717,37.2563176,127.0675403,4,4,3,3,3,2,1,0,-2,-2,1,2,2,2,1,0,-1,-3,-4,-4,-5,-5,-6,-6,4,-6,0,2015-Jan-07 11:45:12 PM
20150106,718,37.2905019,126.9865801,4,4,3,2,2,1,0,-2,-3,-1,-1,-1,-1,1,0,0,-2,-3,-4,-5,-6,-6,-6,-6,4,-6,-1,2015-Jan-07 11:45:12 PM
20150106,719,37.3152378,127.0892408,3,3,3,3,2,2,1,0,-2,0,-1,0,1,1,0,-1,-2,-3,-4,-5,-5,-6,-6,-6,3,-6,-1,2015-Jan-07 11:45:12 PM
20150106,720,37.256808,127.1669141,2,2,3,2,2,1,0,-1,-2,-3,-3,-3,-2,-2,-2,-2,-3,-4,-5,-5,-6,-7,-7,-7,3,-7,-2,2015-Jan-07 11:45:12 PM
20150106,721,37.2191123,127.0818018,4,4,4,3,3,2,1,0,-2,-1,-1,-1,0,-1,0,0,-1,-2,-3,-4,-5,-5,-5,-5,4,-5,-1,2015-Feb-06 02:41:44 PM
20150106,722,37.7358249,126.7197448,2,1,1,1,0,-1,-3,-4,-4,-4,-4,-3,-2,-2,-1,-1,-3,-5,-6,-6,-7,-7,-7,-7,2,-7,-3,2015-Jan-07 11:45:12 PM
20150106,723,37.3939963,127.1034024,5,4,4,3,3,2,1,-1,-1,1,3,5,3,2,1,0,-1,-3,-4,-4,-5,-5,-5,-5,5,-5,0,2015-Jan-07 11:45:12 PM
20150106,724,37.6481378,126.9054243,3,2,2,2,1,0,-1,-3,-3,-3,-2,-1,-1,-1,-1,-1,-3,-4,-4,-5,-6,-6,-6,-7,3,-7,-2,2015-Jan-07 11:45:12 PM
20150106,725,35.8313901,128.4895504,5,5,4,5,5,4,5,4,5,6,7,7,7,8,8,7,4,2,1,1,-1,-2,-1,-2,8,-2,4,2015-Jan-07 11:45:12 PM
20150106,727,35.207637,128.7977762,6,6,8,9,7,8,7,7,7,7,7,8,8,8,8,7,6,5,4,3,2,2,1,0,9,0,6,2015-Jan-07 11:45:12 PM
20150106,728,35.3253504,129.0232303,7,7,8,8,11,10,9,9,9,9,9,9,9,9,9,9,8,6,4,4,3,3,3,2,11,2,7,2015-Jan-07 11:45:12 PM
20150106,729,36.6044407,127.4434087,3,3,3,2,2,2,1,0,-1,-1,0,0,1,1,0,-1,-2,-3,-4,-5,-5,-5,-6,-7,3,-7,-1,2015-Jan-07 11:45:12 PM
